First _Name,Last_Name,Company,Mobile,Country,Job_Title,Industry,Company_Size,Last_Activity_Days,Web_Engagement_Score
Defective Lead 1194,Lead1194,Company 1205,+91 98765 43210,,CEO,Manufacturing,200,1,10
Defective Lead 1195,Lead1195,Company 786,+91 98765 43210,United States,,,,15,10
Defective Lead 1196,Lead1196,Company 111,(415) 555-2671,U.K,CTO,,500,3,0
Defective Lead 1197,Lead1197,Company 39,0091-9876543210,44,Intern,,200,1,30
Defective Lead 1198,Lead1198,Company 1522,+91 98765 43210,UK,Director,Healthcare,,7,30
Defective Lead 1199,Lead1199,Company 1538,+91 98765 43210,91,Manager,,20,7,0
Defective Lead 1200,Lead1200,Company 1211,+44 7700 900123,United States,Intern,IT,50,1,10
Defective Lead 1201,Lead1201,Company 973,,IN,VP Sales,Healthcare,,,0
Defective Lead 1202,Lead1202,Company 1838,+91 98765 43210,USA,Intern,Finance,500,3,30
Defective Lead 1203,Lead1203,Company 395,,UK,,Healthcare,,90,30
Defective Lead 1204,Lead1204,Company 555,,United States,Intern,Finance,,15,90
Defective Lead 1205,Lead1205,Company 1771,(415) 555-2671,USA,Intern,Manufacturing,,90,10
Defective Lead 1206,Lead1206,Company 1897,,44,Manager,Manufacturing,,30,0
Defective Lead 1207,Lead1207,Company 991,4155552671,IND,Manager,,50,7,30
Defective Lead 1208,Lead1208,Company 90,0091-9876543210,IN,CTO,Healthcare,,90,
Defective Lead 1209,Lead1209,Company 1129,(415) 555-2671,UK,Manager,IT,50,,10
Defective Lead 1210,Lead1210,Company 151,(415) 555-2671,IN,,,500,15,
Defective Lead 1211,Lead1211,Company 1341,,,Intern,Healthcare,1000,3,70
Defective Lead 1212,Lead1212,Company 877,(415) 555-2671,44,Director,Manufacturing,500,,5
Defective Lead 1213,Lead1213,Company 1408,0044 7700 900123,India,,IT,,7,90
Defective Lead 1214,Lead1214,Company 1415,,IND,VP Sales,,20,3,90
Defective Lead 1215,Lead1215,Company 1735,9876543210,44,VP Sales,,5,90,70
Defective Lead 1216,Lead1216,Company 1538,4155552671,,,,,90,30
Defective Lead 1217,Lead1217,Company 970,+91 98765 43210,44,VP Sales,IT,1000,90,5
Defective Lead 1218,Lead1218,Company 1973,,,Intern,IT,,90,10
Defective Lead 1219,Lead1219,Company 381,0044 7700 900123,India,,Healthcare,5,,5
Defective Lead 1220,Lead1220,Company 526,+44 7700 900123,USA,Manager,,20,90,30
Defective Lead 1221,Lead1221,Company 1322,+91 98765 43210,U.K,Manager,IT,20,90,
Defective Lead 1222,Lead1222,Company 559,4155552671,UK,CTO,Finance,200,15,
Defective Lead 1223,Lead1223,Company 263,0044 7700 900123,,VP Sales,Finance,,15,0
Defective Lead 1224,Lead1224,Company 209,+44 7700 900123,UK,Director,IT,,7,90
Defective Lead 1225,Lead1225,Company 452,0091-9876543210,,CEO,Manufacturing,,180,
Defective Lead 1226,Lead1226,Company 1708,0091-9876543210,91,Director,Healthcare,50,15,30
Defective Lead 1227,Lead1227,Company 53,0091-9876543210,UK,Director,,5,1,70
Defective Lead 1228,Lead1228,Company 1599,(415) 555-2671,91,CTO,Healthcare,20,15,10
Defective Lead 1229,Lead1229,Company 808,+44 7700 900123,IND,Manager,Healthcare,1000,1,30
Defective Lead 1230,Lead1230,Company 547,0091-9876543210,91,Manager,Finance,50,180,0
Defective Lead 1231,Lead1231,Company 212,+44 7700 900123,,Manager,,5,15,70
Defective Lead 1232,Lead1232,Company 605,0044 7700 900123,,Manager,Manufacturing,200,30,10
Defective Lead 1233,Lead1233,Company 795,+44 7700 900123,44,CTO,,1000,90,90
Defective Lead 1234,Lead1234,Company 246,+91 98765 43210,91,Intern,Manufacturing,,,90
Defective Lead 1235,Lead1235,Company 1605,4155552671,44,,Manufacturing,50,90,90
Defective Lead 1236,Lead1236,Company 1738,0091-9876543210,44,CTO,Finance,50,90,90
Defective Lead 1237,Lead1237,Company 57,0091-9876543210,U.K,Manager,,5,90,0
Defective Lead 1238,Lead1238,Company 437,(415) 555-2671,91,CTO,Manufacturing,50,1,5
Defective Lead 1239,Lead1239,Company 1006,,U.K,CEO,IT,,180,90
Defective Lead 1240,Lead1240,Company 11,+44 7700 900123,USA,CTO,Finance,500,30,
Defective Lead 1241,Lead1241,Company 16,,44,Director,,50,7,90
Defective Lead 1242,Lead1242,Company 1300,9876543210,United States,,,200,30,
Defective Lead 1243,Lead1243,Company 1868,0044 7700 900123,USA,CEO,Manufacturing,,30,30
Defective Lead 1244,Lead1244,Company 910,(415) 555-2671,India,Intern,,500,1,10
Defective Lead 1245,Lead1245,Company 1133,9876543210,U.K,CTO,,5,1,90
Defective Lead 1246,Lead1246,Company 836,,,Director,Finance,5,1,
Defective Lead 1247,Lead1247,Company 53,0044 7700 900123,United States,,Finance,200,3,70
Defective Lead 1248,Lead1248,Company 192,0044 7700 900123,,,Healthcare,50,1,30
Defective Lead 1249,Lead1249,Company 1885,4155552671,91,VP Sales,Manufacturing,200,90,30
Defective Lead 1250,Lead1250,Company 1242,,44,VP Sales,,20,7,10
Defective Lead 1251,Lead1251,Company 1760,9876543210,U.K,Manager,Healthcare,,,70
Defective Lead 1252,Lead1252,Company 1343,(415) 555-2671,U.K,CEO,Healthcare,1000,7,90
Defective Lead 1253,Lead1253,Company 1529,,USA,,,,90,
Defective Lead 1254,Lead1254,Company 1022,4155552671,IND,Intern,Healthcare,,1,5
Defective Lead 1255,Lead1255,Company 1043,0091-9876543210,USA,Manager,Healthcare,5,180,0
Defective Lead 1256,Lead1256,Company 760,+44 7700 900123,India,Manager,,200,3,90
Defective Lead 1257,Lead1257,Company 1220,,UK,CEO,,5,7,90
Defective Lead 1258,Lead1258,Company 1413,+91 98765 43210,U.K,,IT,20,30,
Defective Lead 1259,Lead1259,Company 1752,+44 7700 900123,IN,,IT,,1,0
Defective Lead 1260,Lead1260,Company 1509,,44,Intern,,50,3,70
Defective Lead 1261,Lead1261,Company 1041,0044 7700 900123,44,,,1000,3,70
Defective Lead 1262,Lead1262,Company 703,0044 7700 900123,91,,Healthcare,,90,10
Defective Lead 1263,Lead1263,Company 1475,,IND,Intern,,1000,7,
Defective Lead 1264,Lead1264,Company 1646,(415) 555-2671,U.K,CTO,Healthcare,50,1,10
Defective Lead 1265,Lead1265,Company 1328,0091-9876543210,USA,Director,,20,7,5
Defective Lead 1266,Lead1266,Company 74,0091-9876543210,UK,Director,IT,,180,
Defective Lead 1267,Lead1267,Company 1769,9876543210,91,CTO,Finance,,90,0
Defective Lead 1268,Lead1268,Company 1871,0091-9876543210,US,VP Sales,,5,90,30
Defective Lead 1269,Lead1269,Company 1977,4155552671,U.K,Intern,,500,15,70
Defective Lead 1270,Lead1270,Company 1199,4155552671,IND,CTO,Healthcare,1000,180,90
Defective Lead 1271,Lead1271,Company 1403,,91,Manager,IT,500,,10
Defective Lead 1272,Lead1272,Company 1324,(415) 555-2671,US,CTO,Finance,500,180,0
Defective Lead 1273,Lead1273,Company 463,+91 98765 43210,United States,Intern,IT,1000,1,70
Defective Lead 1274,Lead1274,Company 1131,(415) 555-2671,,Intern,,20,,10
Defective Lead 1275,Lead1275,Company 551,,U.K,,,50,15,5
Defective Lead 1276,Lead1276,Company 704,0044 7700 900123,UK,Director,IT,50,1,90
Defective Lead 1277,Lead1277,Company 1637,,UK,Director,,200,7,0
Defective Lead 1278,Lead1278,Company 1683,4155552671,IN,Intern,Manufacturing,1000,15,5
Defective Lead 1279,Lead1279,Company 694,0091-9876543210,India,CTO,Manufacturing,,90,10
Defective Lead 1280,Lead1280,Company 1100,4155552671,IN,,,20,30,
Defective Lead 1281,Lead1281,Company 1346,(415) 555-2671,,Intern,IT,20,30,
Defective Lead 1282,Lead1282,Company 1825,4155552671,US,Intern,Manufacturing,50,30,70
Defective Lead 1283,Lead1283,Company 1403,9876543210,USA,CEO,IT,,1,10
Defective Lead 1284,Lead1284,Company 33,,US,CTO,Finance,500,1,10
Defective Lead 1285,Lead1285,Company 396,+91 98765 43210,,Manager,IT,20,1,
Defective Lead 1286,Lead1286,Company 173,,UK,CTO,,5,3,30
Defective Lead 1287,Lead1287,Company 488,+44 7700 900123,91,Intern,IT,1000,180,5
Defective Lead 1288,Lead1288,Company 1458,,US,,Finance,20,1,30
Defective Lead 1289,Lead1289,Company 711,+44 7700 900123,US,,,50,,30
Defective Lead 1290,Lead1290,Company 1105,9876543210,IND,CTO,IT,500,,
Defective Lead 1291,Lead1291,Company 1020,+44 7700 900123,United States,Director,Healthcare,,180,90
Defective Lead 1292,Lead1292,Company 52,+91 98765 43210,44,Director,,,15,0
Defective Lead 1293,Lead1293,Company 658,+44 7700 900123,IN,Manager,Manufacturing,,180,70
Defective Lead 1294,Lead1294,Company 699,9876543210,USA,,Finance,5,180,30
Defective Lead 1295,Lead1295,Company 1906,4155552671,UK,CTO,Finance,500,30,
Defective Lead 1296,Lead1296,Company 875,4155552671,UK,Intern,Finance,1000,15,30
Defective Lead 1297,Lead1297,Company 700,4155552671,,CTO,Healthcare,,15,30
Defective Lead 1298,Lead1298,Company 45,4155552671,India,CEO,Healthcare,50,,70
Defective Lead 1299,Lead1299,Company 1708,+91 98765 43210,UK,,,1000,3,
Defective Lead 1300,Lead1300,Company 517,,,CEO,Manufacturing,20,,30
Defective Lead 1301,Lead1301,Company 1371,0044 7700 900123,USA,CTO,Healthcare,5,7,30
Defective Lead 1302,Lead1302,Company 1528,,44,Intern,Finance,20,3,
Defective Lead 1303,Lead1303,Company 965,0091-9876543210,44,,Healthcare,50,1,90
Defective Lead 1304,Lead1304,Company 1189,0044 7700 900123,,CEO,Healthcare,,7,10
Defective Lead 1305,Lead1305,Company 118,(415) 555-2671,India,Manager,Finance,,7,
Defective Lead 1306,Lead1306,Company 351,+91 98765 43210,USA,Intern,Manufacturing,500,7,10
Defective Lead 1307,Lead1307,Company 391,,UK,Manager,IT,50,180,10
Defective Lead 1308,Lead1308,Company 1912,+44 7700 900123,India,Manager,Finance,50,7,30
Defective Lead 1309,Lead1309,Company 552,0044 7700 900123,IND,Intern,Healthcare,500,,90
Defective Lead 1310,Lead1310,Company 542,(415) 555-2671,U.K,,IT,5,3,90
Defective Lead 1311,Lead1311,Company 165,9876543210,United States,VP Sales,,50,3,90
Defective Lead 1312,Lead1312,Company 1925,0091-9876543210,United States,Manager,Finance,20,,70
Defective Lead 1313,Lead1313,Company 101,+44 7700 900123,91,Director,Manufacturing,5,30,90
Defective Lead 1314,Lead1314,Company 388,0091-9876543210,USA,Intern,,200,90,5
Defective Lead 1315,Lead1315,Company 433,9876543210,United States,,,500,30,10
Defective Lead 1316,Lead1316,Company 24,9876543210,,Director,IT,200,,10
Defective Lead 1317,Lead1317,Company 686,(415) 555-2671,,VP Sales,,500,7,70
Defective Lead 1318,Lead1318,Company 252,,91,Director,,20,30,5
Defective Lead 1319,Lead1319,Company 846,(415) 555-2671,U.K,CTO,,,1,10
Defective Lead 1320,Lead1320,Company 48,(415) 555-2671,India,VP Sales,,,7,70
Defective Lead 1321,Lead1321,Company 1239,0091-9876543210,India,,Manufacturing,200,15,5
Defective Lead 1322,Lead1322,Company 964,0091-9876543210,,VP Sales,Manufacturing,50,,5
Defective Lead 1323,Lead1323,Company 600,,U.K,,Finance,,30,0
Defective Lead 1324,Lead1324,Company 733,9876543210,91,CEO,Healthcare,,30,30
Defective Lead 1325,Lead1325,Company 310,9876543210,U.K,,Manufacturing,20,180,30
Defective Lead 1326,Lead1326,Company 1804,,,Intern,Manufacturing,1000,90,90
Defective Lead 1327,Lead1327,Company 1510,+44 7700 900123,44,Intern,Finance,1000,1,0
Defective Lead 1328,Lead1328,Company 1648,9876543210,44,VP Sales,,20,7,0
Defective Lead 1329,Lead1329,Company 306,0044 7700 900123,United States,CEO,Finance,1000,1,0
Defective Lead 1330,Lead1330,Company 1414,,IN,CEO,Healthcare,20,15,90
Defective Lead 1331,Lead1331,Company 1864,+91 98765 43210,IND,Manager,Finance,,,0
Defective Lead 1332,Lead1332,Company 1954,9876543210,United States,,IT,20,180,
Defective Lead 1333,Lead1333,Company 735,9876543210,UK,Director,IT,20,3,0
Defective Lead 1334,Lead1334,Company 684,4155552671,United States,CEO,,1000,180,
Defective Lead 1335,Lead1335,Company 1389,0091-9876543210,UK,,,,90,5
Defective Lead 1336,Lead1336,Company 1526,,UK,CTO,,50,180,
Defective Lead 1337,Lead1337,Company 1491,4155552671,USA,Manager,IT,1000,30,10
Defective Lead 1338,Lead1338,Company 1432,+44 7700 900123,91,,IT,,90,10
Defective Lead 1339,Lead1339,Company 183,(415) 555-2671,IND,Intern,Finance,50,,0
Defective Lead 1340,Lead1340,Company 1048,0044 7700 900123,IND,Intern,Finance,1000,7,70
Defective Lead 1341,Lead1341,Company 737,0044 7700 900123,USA,Director,IT,5,180,70
Defective Lead 1342,Lead1342,Company 365,+44 7700 900123,UK,Manager,,50,3,70
Defective Lead 1343,Lead1343,Company 1021,4155552671,USA,Intern,IT,20,90,0
Defective Lead 1344,Lead1344,Company 1566,,U.K,CEO,,,7,0
Defective Lead 1345,Lead1345,Company 436,+44 7700 900123,91,CTO,,,180,70
Defective Lead 1346,Lead1346,Company 326,9876543210,IND,Intern,IT,50,30,70
Defective Lead 1347,Lead1347,Company 253,,UK,VP Sales,,20,3,90
Defective Lead 1348,Lead1348,Company 1790,0044 7700 900123,44,Intern,Healthcare,,30,10
Defective Lead 1349,Lead1349,Company 1430,+44 7700 900123,USA,Director,Manufacturing,20,15,
Defective Lead 1350,Lead1350,Company 1901,,,Intern,Healthcare,200,1,70
Defective Lead 1351,Lead1351,Company 1803,,US,Intern,,500,,90
Defective Lead 1352,Lead1352,Company 1511,+91 98765 43210,,CEO,IT,,1,
Defective Lead 1353,Lead1353,Company 823,0044 7700 900123,India,CTO,Finance,200,15,10
Defective Lead 1354,Lead1354,Company 1152,,IN,,Healthcare,200,180,30
Defective Lead 1355,Lead1355,Company 1148,0044 7700 900123,44,Manager,Healthcare,5,180,90
Defective Lead 1356,Lead1356,Company 382,,44,Manager,,5,1,30
Defective Lead 1357,Lead1357,Company 88,,U.K,VP Sales,Finance,5,15,5
Defective Lead 1358,Lead1358,Company 1184,0044 7700 900123,44,CTO,IT,20,7,70
Defective Lead 1359,Lead1359,Company 168,0091-9876543210,U.K,Intern,IT,200,3,90
Defective Lead 1360,Lead1360,Company 280,9876543210,IND,Intern,IT,5,15,70
Defective Lead 1361,Lead1361,Company 1442,0091-9876543210,United States,,,,15,90
Defective Lead 1362,Lead1362,Company 815,4155552671,US,,Healthcare,500,3,0
Defective Lead 1363,Lead1363,Company 1940,0091-9876543210,US,CEO,Healthcare,5,180,30
Defective Lead 1364,Lead1364,Company 2000,,India,CEO,,5,30,0
Defective Lead 1365,Lead1365,Company 1634,(415) 555-2671,,VP Sales,Finance,20,3,5
Defective Lead 1366,Lead1366,Company 986,0091-9876543210,,VP Sales,Healthcare,1000,1,90
Defective Lead 1367,Lead1367,Company 819,,91,,,20,180,10
Defective Lead 1368,Lead1368,Company 1143,,UK,Intern,Manufacturing,,,30
Defective Lead 1369,Lead1369,Company 499,+91 98765 43210,UK,CTO,Manufacturing,200,30,
Defective Lead 1370,Lead1370,Company 1693,+91 98765 43210,United States,VP Sales,Healthcare,50,3,0
Defective Lead 1371,Lead1371,Company 1439,4155552671,,Intern,,50,15,
Defective Lead 1372,Lead1372,Company 1090,0044 7700 900123,India,VP Sales,Manufacturing,200,7,30
Defective Lead 1373,Lead1373,Company 1072,+91 98765 43210,USA,CEO,IT,200,1,70
Defective Lead 1374,Lead1374,Company 1778,+91 98765 43210,U.K,VP Sales,Finance,20,30,30
Defective Lead 1375,Lead1375,Company 1604,+44 7700 900123,USA,,IT,500,7,0
Defective Lead 1376,Lead1376,Company 619,9876543210,,Intern,IT,1000,3,5
Defective Lead 1377,Lead1377,Company 442,,,,,1000,,30
Defective Lead 1378,Lead1378,Company 297,0091-9876543210,IN,CTO,Finance,200,90,70
Defective Lead 1379,Lead1379,Company 1398,+91 98765 43210,91,Director,Manufacturing,20,1,0
Defective Lead 1380,Lead1380,Company 1178,9876543210,US,,Healthcare,200,3,5
Defective Lead 1381,Lead1381,Company 1678,,United States,Director,IT,50,15,10
Defective Lead 1382,Lead1382,Company 317,0044 7700 900123,United States,,,5,1,70
Defective Lead 1383,Lead1383,Company 1724,(415) 555-2671,91,Director,Finance,50,3,
Defective Lead 1384,Lead1384,Company 1420,,44,VP Sales,,,180,10
Defective Lead 1385,Lead1385,Company 634,9876543210,India,,IT,20,,90
Defective Lead 1386,Lead1386,Company 1199,4155552671,UK,CTO,,50,30,
Defective Lead 1387,Lead1387,Company 1959,(415) 555-2671,USA,CTO,,500,90,0
Defective Lead 1388,Lead1388,Company 847,+44 7700 900123,91,CEO,Finance,1000,180,0
Defective Lead 1389,Lead1389,Company 1049,,UK,CEO,Finance,1000,,10
Defective Lead 1390,Lead1390,Company 994,+44 7700 900123,U.K,,IT,1000,30,0
Defective Lead 1391,Lead1391,Company 1658,,IND,,IT,50,180,90
Defective Lead 1392,Lead1392,Company 1492,9876543210,USA,Intern,,5,15,
Defective Lead 1393,Lead1393,Company 25,9876543210,,,,,1,
Defective Lead 1394,Lead1394,Company 1691,0091-9876543210,,Intern,IT,50,,70
Defective Lead 1395,Lead1395,Company 1075,9876543210,US,Intern,,20,3,10
Defective Lead 1396,Lead1396,Company 1153,,,CEO,Healthcare,50,90,70
Defective Lead 1397,Lead1397,Company 725,,44,Intern,Manufacturing,200,7,70
Defective Lead 1398,Lead1398,Company 414,,US,CTO,Manufacturing,5,7,5
Defective Lead 1399,Lead1399,Company 873,,India,Intern,Healthcare,20,1,70
Defective Lead 1400,Lead1400,Company 1440,+91 98765 43210,US,CEO,,,,0
Defective Lead 1401,Lead1401,Company 809,,U.K,Manager,,20,,5
Defective Lead 1402,Lead1402,Company 1352,4155552671,,Director,IT,500,7,30
Defective Lead 1403,Lead1403,Company 401,,UK,,,200,15,70
Defective Lead 1404,Lead1404,Company 672,0091-9876543210,91,CTO,Finance,,180,
Defective Lead 1405,Lead1405,Company 1765,,,,Manufacturing,200,90,90
Defective Lead 1406,Lead1406,Company 1715,4155552671,US,Director,,20,3,30
Defective Lead 1407,Lead1407,Company 784,,UK,Intern,Finance,,,70
Defective Lead 1408,Lead1408,Company 1014,4155552671,U.K,,Healthcare,200,7,10
Defective Lead 1409,Lead1409,Company 1600,,44,Intern,,,1,70
Defective Lead 1410,Lead1410,Company 950,0091-9876543210,,VP Sales,,20,15,70
Defective Lead 1411,Lead1411,Company 609,,USA,Director,Finance,,7,5
Defective Lead 1412,Lead1412,Company 1502,9876543210,IND,VP Sales,,500,3,70
Defective Lead 1413,Lead1413,Company 1847,4155552671,USA,,,1000,90,90
Defective Lead 1414,Lead1414,Company 993,0091-9876543210,44,Intern,Finance,50,15,30
Defective Lead 1415,Lead1415,Company 347,0091-9876543210,India,CTO,IT,200,1,90
Defective Lead 1416,Lead1416,Company 457,9876543210,44,,,,180,30
Defective Lead 1417,Lead1417,Company 1903,+91 98765 43210,91,VP Sales,,1000,,30
Defective Lead 1418,Lead1418,Company 1778,+91 98765 43210,91,,Manufacturing,500,,70
Defective Lead 1419,Lead1419,Company 267,4155552671,United States,VP Sales,Manufacturing,20,,5
Defective Lead 1420,Lead1420,Company 1537,(415) 555-2671,India,Director,,200,90,0
Defective Lead 1421,Lead1421,Company 1325,0044 7700 900123,,CTO,,,1,0
Defective Lead 1422,Lead1422,Company 1791,(415) 555-2671,US,Director,Manufacturing,5,180,30
Defective Lead 1423,Lead1423,Company 487,+44 7700 900123,US,,Finance,200,7,70
Defective Lead 1424,Lead1424,Company 1663,(415) 555-2671,United States,Director,Finance,200,90,70
Defective Lead 1425,Lead1425,Company 1301,+44 7700 900123,,Intern,,50,15,
Defective Lead 1426,Lead1426,Company 259,9876543210,,Manager,,200,180,90
Defective Lead 1427,Lead1427,Company 687,,India,Intern,,50,180,0
Defective Lead 1428,Lead1428,Company 806,0044 7700 900123,IND,CEO,Finance,20,3,70
Defective Lead 1429,Lead1429,Company 540,+91 98765 43210,IN,VP Sales,Healthcare,,1,90
Defective Lead 1430,Lead1430,Company 1306,4155552671,U.K,Intern,Manufacturing,,1,10
Defective Lead 1431,Lead1431,Company 810,0044 7700 900123,IN,,Finance,200,180,90
Defective Lead 1432,Lead1432,Company 1584,,US,,,20,3,0
Defective Lead 1433,Lead1433,Company 683,,UK,Manager,Healthcare,5,90,
Defective Lead 1434,Lead1434,Company 724,,India,VP Sales,,,30,30
Defective Lead 1435,Lead1435,Company 1281,,USA,VP Sales,,1000,180,5
Defective Lead 1436,Lead1436,Company 1676,+91 98765 43210,U.K,Director,IT,1000,30,5
Defective Lead 1437,Lead1437,Company 1405,9876543210,India,Director,Finance,50,180,5
Defective Lead 1438,Lead1438,Company 1152,0044 7700 900123,USA,,Manufacturing,20,7,30
Defective Lead 1439,Lead1439,Company 1736,+91 98765 43210,UK,VP Sales,,1000,30,5
Defective Lead 1440,Lead1440,Company 1145,9876543210,U.K,CEO,Healthcare,,3,90
Defective Lead 1441,Lead1441,Company 312,+44 7700 900123,USA,,Manufacturing,,7,
Defective Lead 1442,Lead1442,Company 1364,+44 7700 900123,,Manager,IT,50,3,
Defective Lead 1443,Lead1443,Company 521,0044 7700 900123,,CEO,IT,,3,5
Defective Lead 1444,Lead1444,Company 152,0091-9876543210,,CEO,Manufacturing,,90,70
Defective Lead 1445,Lead1445,Company 390,,India,Intern,,5,30,
Defective Lead 1446,Lead1446,Company 1943,0091-9876543210,IN,VP Sales,Manufacturing,1000,90,90
Defective Lead 1447,Lead1447,Company 1691,,U.K,Manager,IT,1000,1,70
Defective Lead 1448,Lead1448,Company 1002,+91 98765 43210,IN,Intern,,200,,30
Defective Lead 1449,Lead1449,Company 1641,4155552671,IND,Director,Manufacturing,5,,0
Defective Lead 1450,Lead1450,Company 736,,,,IT,1000,3,70
Defective Lead 1451,Lead1451,Company 576,+44 7700 900123,UK,Intern,,20,,5
Defective Lead 1452,Lead1452,Company 1109,+44 7700 900123,IN,CTO,Healthcare,50,90,0
Defective Lead 1453,Lead1453,Company 1636,9876543210,US,,Finance,,30,10
Defective Lead 1454,Lead1454,Company 158,,44,,,,30,5
Defective Lead 1455,Lead1455,Company 1588,4155552671,India,Manager,IT,,90,30
Defective Lead 1456,Lead1456,Company 1829,0091-9876543210,USA,Director,IT,,3,30
Defective Lead 1457,Lead1457,Company 1376,,United States,,Manufacturing,1000,3,
Defective Lead 1458,Lead1458,Company 1358,,U.K,Manager,Finance,500,1,10
Defective Lead 1459,Lead1459,Company 1960,+44 7700 900123,USA,CEO,Healthcare,500,90,30
Defective Lead 1460,Lead1460,Company 315,(415) 555-2671,91,CTO,,20,7,70
Defective Lead 1461,Lead1461,Company 39,0091-9876543210,,VP Sales,Manufacturing,,180,5
Defective Lead 1462,Lead1462,Company 1174,,44,CEO,IT,,1,
Defective Lead 1463,Lead1463,Company 268,+44 7700 900123,UK,VP Sales,IT,50,3,5
Defective Lead 1464,Lead1464,Company 566,,IND,VP Sales,IT,20,3,5
Defective Lead 1465,Lead1465,Company 890,9876543210,44,,IT,5,7,30
Defective Lead 1466,Lead1466,Company 1075,,91,,,200,7,0
Defective Lead 1467,Lead1467,Company 324,0044 7700 900123,,,IT,,30,
Defective Lead 1468,Lead1468,Company 1542,9876543210,IN,CTO,Finance,50,30,30
Defective Lead 1469,Lead1469,Company 1366,,IND,Director,,1000,90,0
Defective Lead 1470,Lead1470,Company 522,(415) 555-2671,UK,CEO,Finance,50,180,30
Defective Lead 1471,Lead1471,Company 889,(415) 555-2671,IND,CTO,,1000,15,10
Defective Lead 1472,Lead1472,Company 1140,0091-9876543210,IN,Manager,,1000,90,70
Defective Lead 1473,Lead1473,Company 1675,+91 98765 43210,U.K,Manager,Healthcare,,180,
Defective Lead 1474,Lead1474,Company 375,,US,,Healthcare,,90,0
Defective Lead 1475,Lead1475,Company 1462,(415) 555-2671,,Director,Manufacturing,5,1,70
Defective Lead 1476,Lead1476,Company 1401,0044 7700 900123,United States,,Manufacturing,1000,90,
Defective Lead 1477,Lead1477,Company 727,,United States,CEO,Finance,1000,1,5
Defective Lead 1478,Lead1478,Company 1392,,United States,,IT,200,1,
Defective Lead 1479,Lead1479,Company 149,+91 98765 43210,IND,,Manufacturing,,180,70
Defective Lead 1480,Lead1480,Company 1864,0044 7700 900123,US,,Finance,500,7,30
Defective Lead 1481,Lead1481,Company 922,9876543210,USA,Manager,,20,30,10
Defective Lead 1482,Lead1482,Company 1343,0044 7700 900123,,,Manufacturing,500,30,70
Defective Lead 1483,Lead1483,Company 576,0091-9876543210,,CTO,,5,90,0
Defective Lead 1484,Lead1484,Company 1295,+44 7700 900123,44,CTO,Finance,,30,70
Defective Lead 1485,Lead1485,Company 1333,+44 7700 900123,UK,Director,,5,90,10
Defective Lead 1486,Lead1486,Company 1399,0044 7700 900123,UK,VP Sales,Manufacturing,200,7,5
Defective Lead 1487,Lead1487,Company 944,,91,Manager,,50,7,5
Defective Lead 1488,Lead1488,Company 144,+91 98765 43210,IND,,,200,,70
Defective Lead 1489,Lead1489,Company 1454,0091-9876543210,,,Finance,500,30,0
Defective Lead 1490,Lead1490,Company 1631,(415) 555-2671,,,Healthcare,20,15,5
Defective Lead 1491,Lead1491,Company 513,9876543210,India,CTO,IT,200,,70
Defective Lead 1492,Lead1492,Company 1669,0091-9876543210,India,CEO,Healthcare,200,30,0
Defective Lead 1493,Lead1493,Company 1502,0044 7700 900123,91,Intern,,5,7,30
Defective Lead 1494,Lead1494,Company 750,0091-9876543210,IN,Director,Healthcare,200,15,0
Defective Lead 1495,Lead1495,Company 1448,9876543210,US,Manager,IT,,,
Defective Lead 1496,Lead1496,Company 1140,(415) 555-2671,US,,IT,5,7,5
Defective Lead 1497,Lead1497,Company 863,,,CEO,Finance,,30,0
Defective Lead 1498,Lead1498,Company 1196,4155552671,UK,VP Sales,Manufacturing,500,,70
Defective Lead 1499,Lead1499,Company 119,(415) 555-2671,44,Manager,,1000,1,70
Defective Lead 1500,Lead1500,Company 794,+91 98765 43210,UK,CEO,,20,180,0
Defective Lead 1501,Lead1501,Company 1557,0091-9876543210,U.K,Intern,Healthcare,1000,3,5
Defective Lead 1502,Lead1502,Company 515,(415) 555-2671,IND,,Manufacturing,20,90,90
Defective Lead 1503,Lead1503,Company 1939,0044 7700 900123,91,,IT,50,180,70
Defective Lead 1504,Lead1504,Company 88,+91 98765 43210,U.K,Manager,IT,,90,0
Defective Lead 1505,Lead1505,Company 1044,,India,,,1000,90,70
Defective Lead 1506,Lead1506,Company 999,0044 7700 900123,U.K,CEO,Finance,500,15,90
Defective Lead 1507,Lead1507,Company 773,0091-9876543210,UK,Manager,Manufacturing,,180,0
Defective Lead 1508,Lead1508,Company 794,,UK,Director,,5,30,5
Defective Lead 1509,Lead1509,Company 1565,+44 7700 900123,United States,CEO,,,30,0
Defective Lead 1510,Lead1510,Company 308,0091-9876543210,United States,VP Sales,Healthcare,,7,0
Defective Lead 1511,Lead1511,Company 1183,(415) 555-2671,United States,CTO,Finance,50,15,10
Defective Lead 1512,Lead1512,Company 814,+44 7700 900123,U.K,,Finance,1000,180,30
Defective Lead 1513,Lead1513,Company 1911,,,CTO,Healthcare,,,30
Defective Lead 1514,Lead1514,Company 758,0091-9876543210,,VP Sales,Finance,200,15,
Defective Lead 1515,Lead1515,Company 945,4155552671,44,,,500,30,30
Defective Lead 1516,Lead1516,Company 862,,India,Manager,,,7,0
Defective Lead 1517,Lead1517,Company 1281,,,Manager,Manufacturing,5,7,10
Defective Lead 1518,Lead1518,Company 1994,,India,,Healthcare,,15,5
Defective Lead 1519,Lead1519,Company 326,+91 98765 43210,UK,Intern,IT,500,1,5
