First _Name,Last_Name,Company,Mobile,Country,Job_Title,Industry,Company_Size,Last_Activity_Days,Web_Engagement_Score
Defective Lead 1422,Lead1422,Company 1791,(415) 555-2671,US,Director,Manufacturing,5,180,30
Defective Lead 1423,Lead1423,Company 487,+44 7700 900123,US,,Finance,200,7,70
Defective Lead 1424,Lead1424,Company 1663,(415) 555-2671,United States,Director,Finance,200,90,70
Defective Lead 1425,Lead1425,Company 1301,+44 7700 900123,,Intern,,50,15,
Defective Lead 1426,Lead1426,Company 259,9876543210,,Manager,,200,180,90
Defective Lead 1427,Lead1427,Company 687,,India,Intern,,50,180,0
Defective Lead 1428,Lead1428,Company 806,0044 7700 900123,IND,CEO,Finance,20,3,70
Defective Lead 1429,Lead1429,Company 540,+91 98765 43210,IN,VP Sales,Healthcare,,1,90
Defective Lead 1430,Lead1430,Company 1306,4155552671,U.K,Intern,Manufacturing,,1,10
Defective Lead 1431,Lead1431,Company 810,0044 7700 900123,IN,,Finance,200,180,90
Defective Lead 1432,Lead1432,Company 1584,,US,,,20,3,0
Defective Lead 1433,Lead1433,Company 683,,UK,Manager,Healthcare,5,90,
Defective Lead 1434,Lead1434,Company 724,,India,VP Sales,,,30,30
Defective Lead 1435,Lead1435,Company 1281,,USA,VP Sales,,1000,180,5
Defective Lead 1436,Lead1436,Company 1676,+91 98765 43210,U.K,Director,IT,1000,30,5
Defective Lead 1437,Lead1437,Company 1405,9876543210,India,Director,Finance,50,180,5
Defective Lead 1438,Lead1438,Company 1152,0044 7700 900123,USA,,Manufacturing,20,7,30
Defective Lead 1439,Lead1439,Company 1736,+91 98765 43210,UK,VP Sales,,1000,30,5
Defective Lead 1440,Lead1440,Company 1145,9876543210,U.K,CEO,Healthcare,,3,90
Defective Lead 1441,Lead1441,Company 312,+44 7700 900123,USA,,Manufacturing,,7,
Defective Lead 1442,Lead1442,Company 1364,+44 7700 900123,,Manager,IT,50,3,
Defective Lead 1443,Lead1443,Company 521,0044 7700 900123,,CEO,IT,,3,5
Defective Lead 1444,Lead1444,Company 152,0091-9876543210,,CEO,Manufacturing,,90,70
Defective Lead 1445,Lead1445,Company 390,,India,Intern,,5,30,
Defective Lead 1446,Lead1446,Company 1943,0091-9876543210,IN,VP Sales,Manufacturing,1000,90,90
Defective Lead 1447,Lead1447,Company 1691,,U.K,Manager,IT,1000,1,70
Defective Lead 1448,Lead1448,Company 1002,+91 98765 43210,IN,Intern,,200,,30
Defective Lead 1449,Lead1449,Company 1641,4155552671,IND,Director,Manufacturing,5,,0
Defective Lead 1450,Lead1450,Company 736,,,,IT,1000,3,70
Defective Lead 1451,Lead1451,Company 576,+44 7700 900123,UK,Intern,,20,,5
Defective Lead 1452,Lead1452,Company 1109,+44 7700 900123,IN,CTO,Healthcare,50,90,0
Defective Lead 1453,Lead1453,Company 1636,9876543210,US,,Finance,,30,10
Defective Lead 1454,Lead1454,Company 158,,44,,,,30,5
Defective Lead 1455,Lead1455,Company 1588,4155552671,India,Manager,IT,,90,30
Defective Lead 1456,Lead1456,Company 1829,0091-9876543210,USA,Director,IT,,3,30
Defective Lead 1457,Lead1457,Company 1376,,United States,,Manufacturing,1000,3,
Defective Lead 1458,Lead1458,Company 1358,,U.K,Manager,Finance,500,1,10
Defective Lead 1459,Lead1459,Company 1960,+44 7700 900123,USA,CEO,Healthcare,500,90,30
Defective Lead 1460,Lead1460,Company 315,(415) 555-2671,91,CTO,,20,7,70
Defective Lead 1461,Lead1461,Company 39,0091-9876543210,,VP Sales,Manufacturing,,180,5
Defective Lead 1462,Lead1462,Company 1174,,44,CEO,IT,,1,
Defective Lead 1463,Lead1463,Company 268,+44 7700 900123,UK,VP Sales,IT,50,3,5
Defective Lead 1464,Lead1464,Company 566,,IND,VP Sales,IT,20,3,5
Defective Lead 1465,Lead1465,Company 890,9876543210,44,,IT,5,7,30
Defective Lead 1466,Lead1466,Company 1075,,91,,,200,7,0
Defective Lead 1467,Lead1467,Company 324,0044 7700 900123,,,IT,,30,
Defective Lead 1468,Lead1468,Company 1542,9876543210,IN,CTO,Finance,50,30,30
Defective Lead 1469,Lead1469,Company 1366,,IND,Director,,1000,90,0
Defective Lead 1470,Lead1470,Company 522,(415) 555-2671,UK,CEO,Finance,50,180,30
Defective Lead 1471,Lead1471,Company 889,(415) 555-2671,IND,CTO,,1000,15,10
Defective Lead 1472,Lead1472,Company 1140,0091-9876543210,IN,Manager,,1000,90,70
Defective Lead 1473,Lead1473,Company 1675,+91 98765 43210,U.K,Manager,Healthcare,,180,
Defective Lead 1474,Lead1474,Company 375,,US,,Healthcare,,90,0
Defective Lead 1475,Lead1475,Company 1462,(415) 555-2671,,Director,Manufacturing,5,1,70
Defective Lead 1476,Lead1476,Company 1401,0044 7700 900123,United States,,Manufacturing,1000,90,
Defective Lead 1477,Lead1477,Company 727,,United States,CEO,Finance,1000,1,5
Defective Lead 1478,Lead1478,Company 1392,,United States,,IT,200,1,
Defective Lead 1479,Lead1479,Company 149,+91 98765 43210,IND,,Manufacturing,,180,70
Defective Lead 1480,Lead1480,Company 1864,0044 7700 900123,US,,Finance,500,7,30
Defective Lead 1481,Lead1481,Company 922,9876543210,USA,Manager,,20,30,10
Defective Lead 1482,Lead1482,Company 1343,0044 7700 900123,,,Manufacturing,500,30,70
Defective Lead 1483,Lead1483,Company 576,0091-9876543210,,CTO,,5,90,0
Defective Lead 1484,Lead1484,Company 1295,+44 7700 900123,44,CTO,Finance,,30,70
Defective Lead 1485,Lead1485,Company 1333,+44 7700 900123,UK,Director,,5,90,10
Defective Lead 1486,Lead1486,Company 1399,0044 7700 900123,UK,VP Sales,Manufacturing,200,7,5
Defective Lead 1487,Lead1487,Company 944,,91,Manager,,50,7,5
Defective Lead 1488,Lead1488,Company 144,+91 98765 43210,IND,,,200,,70
Defective Lead 1489,Lead1489,Company 1454,0091-9876543210,,,Finance,500,30,0
Defective Lead 1490,Lead1490,Company 1631,(415) 555-2671,,,Healthcare,20,15,5
Defective Lead 1491,Lead1491,Company 513,9876543210,India,CTO,IT,200,,70
Defective Lead 1492,Lead1492,Company 1669,0091-9876543210,India,CEO,Healthcare,200,30,0
Defective Lead 1493,Lead1493,Company 1502,0044 7700 900123,91,Intern,,5,7,30
Defective Lead 1494,Lead1494,Company 750,0091-9876543210,IN,Director,Healthcare,200,15,0
Defective Lead 1495,Lead1495,Company 1448,9876543210,US,Manager,IT,,,
Defective Lead 1496,Lead1496,Company 1140,(415) 555-2671,US,,IT,5,7,5
Defective Lead 1497,Lead1497,Company 863,,,CEO,Finance,,30,0
Defective Lead 1498,Lead1498,Company 1196,4155552671,UK,VP Sales,Manufacturing,500,,70
Defective Lead 1499,Lead1499,Company 119,(415) 555-2671,44,Manager,,1000,1,70
Defective Lead 1500,Lead1500,Company 794,+91 98765 43210,UK,CEO,,20,180,0
Defective Lead 1501,Lead1501,Company 1557,0091-9876543210,U.K,Intern,Healthcare,1000,3,5
Defective Lead 1502,Lead1502,Company 515,(415) 555-2671,IND,,Manufacturing,20,90,90
Defective Lead 1503,Lead1503,Company 1939,0044 7700 900123,91,,IT,50,180,70
Defective Lead 1504,Lead1504,Company 88,+91 98765 43210,U.K,Manager,IT,,90,0
Defective Lead 1505,Lead1505,Company 1044,,India,,,1000,90,70
Defective Lead 1506,Lead1506,Company 999,0044 7700 900123,U.K,CEO,Finance,500,15,90
Defective Lead 1507,Lead1507,Company 773,0091-9876543210,UK,Manager,Manufacturing,,180,0
Defective Lead 1508,Lead1508,Company 794,,UK,Director,,5,30,5
Defective Lead 1509,Lead1509,Company 1565,+44 7700 900123,United States,CEO,,,30,0
Defective Lead 1510,Lead1510,Company 308,0091-9876543210,United States,VP Sales,Healthcare,,7,0
Defective Lead 1511,Lead1511,Company 1183,(415) 555-2671,United States,CTO,Finance,50,15,10
Defective Lead 1512,Lead1512,Company 814,+44 7700 900123,U.K,,Finance,1000,180,30
Defective Lead 1513,Lead1513,Company 1911,,,CTO,Healthcare,,,30
Defective Lead 1514,Lead1514,Company 758,0091-9876543210,,VP Sales,Finance,200,15,
Defective Lead 1515,Lead1515,Company 945,4155552671,44,,,500,30,30
Defective Lead 1516,Lead1516,Company 862,,India,Manager,,,7,0
Defective Lead 1517,Lead1517,Company 1281,,,Manager,Manufacturing,5,7,10
Defective Lead 1518,Lead1518,Company 1994,,India,,Healthcare,,15,5
Defective Lead 1519,Lead1519,Company 326,+91 98765 43210,UK,Intern,IT,500,1,5
Defective Lead 1520,Lead1520,Company 1698,,,Intern,Finance,5,7,10
Defective Lead 1521,Lead1521,Company 643,0091-9876543210,IN,CTO,Manufacturing,20,90,30
Defective Lead 1522,Lead1522,Company 506,4155552671,US,Manager,,500,30,0
Defective Lead 1523,Lead1523,Company 1049,0044 7700 900123,US,,Healthcare,,180,10
Defective Lead 1524,Lead1524,Company 1904,+44 7700 900123,USA,CEO,Manufacturing,,,90
Defective Lead 1525,Lead1525,Company 1567,9876543210,US,,,50,,70
Defective Lead 1526,Lead1526,Company 1897,+91 98765 43210,United States,,,1000,180,
Defective Lead 1527,Lead1527,Company 1349,+44 7700 900123,,Director,,20,7,5
Defective Lead 1528,Lead1528,Company 1284,,UK,,Healthcare,,15,0
Defective Lead 1529,Lead1529,Company 1633,,IND,CEO,IT,500,,
Defective Lead 1530,Lead1530,Company 661,,44,VP Sales,,50,,5
Defective Lead 1531,Lead1531,Company 1921,+44 7700 900123,44,CTO,Manufacturing,500,,70
Defective Lead 1532,Lead1532,Company 134,(415) 555-2671,,VP Sales,,200,15,0
Defective Lead 1533,Lead1533,Company 924,0044 7700 900123,US,,Healthcare,200,15,0
Defective Lead 1534,Lead1534,Company 1076,4155552671,U.K,VP Sales,Finance,200,90,0
Defective Lead 1535,Lead1535,Company 1308,,UK,Director,,5,15,
Defective Lead 1536,Lead1536,Company 773,0091-9876543210,United States,VP Sales,Manufacturing,20,30,
Defective Lead 1537,Lead1537,Company 778,0044 7700 900123,IN,,Manufacturing,500,15,5
Defective Lead 1538,Lead1538,Company 401,(415) 555-2671,44,Intern,IT,,,90
Defective Lead 1539,Lead1539,Company 1764,,,,Manufacturing,,7,10
Defective Lead 1540,Lead1540,Company 1806,9876543210,US,,,,180,70
Defective Lead 1541,Lead1541,Company 1642,(415) 555-2671,UK,Intern,,1000,,5
Defective Lead 1542,Lead1542,Company 1938,0044 7700 900123,U.K,Director,IT,50,,
Defective Lead 1543,Lead1543,Company 1105,4155552671,US,CEO,Manufacturing,1000,1,10
Defective Lead 1544,Lead1544,Company 1059,(415) 555-2671,44,Director,,20,15,70
Defective Lead 1545,Lead1545,Company 387,+44 7700 900123,United States,VP Sales,Finance,500,180,30
Defective Lead 1546,Lead1546,Company 1322,+44 7700 900123,91,Director,,50,3,5
Defective Lead 1547,Lead1547,Company 1373,,U.K,Director,IT,1000,180,90
Defective Lead 1548,Lead1548,Company 1176,4155552671,USA,Manager,,50,,90
Defective Lead 1549,Lead1549,Company 1077,,,Director,,5,3,90
Defective Lead 1550,Lead1550,Company 1761,+91 98765 43210,44,CEO,IT,500,3,30
Defective Lead 1551,Lead1551,Company 1042,0044 7700 900123,,Intern,,50,3,90
Defective Lead 1552,Lead1552,Company 442,+44 7700 900123,44,,IT,,1,10
Defective Lead 1553,Lead1553,Company 341,+91 98765 43210,UK,,,20,3,
Defective Lead 1554,Lead1554,Company 129,+44 7700 900123,USA,,,200,,90
Defective Lead 1555,Lead1555,Company 1759,4155552671,USA,Intern,Manufacturing,,,10
Defective Lead 1556,Lead1556,Company 1181,+91 98765 43210,IND,Intern,Manufacturing,1000,30,0
Defective Lead 1557,Lead1557,Company 1946,,,VP Sales,,5,1,10
Defective Lead 1558,Lead1558,Company 1262,(415) 555-2671,UK,CTO,,200,,30
Defective Lead 1559,Lead1559,Company 1910,0091-9876543210,USA,VP Sales,Finance,,15,10
Defective Lead 1560,Lead1560,Company 1495,9876543210,91,VP Sales,,5,15,70
Defective Lead 1561,Lead1561,Company 954,,91,,Manufacturing,5,180,30
Defective Lead 1562,Lead1562,Company 1979,,India,CEO,,20,,5
Defective Lead 1563,Lead1563,Company 842,0091-9876543210,India,CEO,Manufacturing,5,3,10
Defective Lead 1564,Lead1564,Company 248,9876543210,US,CTO,,500,7,
Defective Lead 1565,Lead1565,Company 708,(415) 555-2671,US,Director,Manufacturing,50,90,5
Defective Lead 1566,Lead1566,Company 390,(415) 555-2671,USA,CEO,Manufacturing,1000,30,10
Defective Lead 1567,Lead1567,Company 367,0044 7700 900123,US,CTO,IT,200,90,0
Defective Lead 1568,Lead1568,Company 273,+91 98765 43210,,Manager,Healthcare,5,15,30
Defective Lead 1569,Lead1569,Company 1359,9876543210,India,Director,,50,,70
Defective Lead 1570,Lead1570,Company 781,,IND,,Healthcare,5,7,5
Defective Lead 1571,Lead1571,Company 1456,,44,,Healthcare,1000,180,10
Defective Lead 1572,Lead1572,Company 1085,,IN,Director,Manufacturing,20,7,30
Defective Lead 1573,Lead1573,Company 249,4155552671,US,Intern,Healthcare,500,90,30
Defective Lead 1574,Lead1574,Company 664,4155552671,United States,CEO,,50,180,30
Defective Lead 1575,Lead1575,Company 654,,44,CTO,,,1,
Defective Lead 1576,Lead1576,Company 1526,9876543210,UK,,,,,
Defective Lead 1577,Lead1577,Company 1525,,US,Director,IT,,3,30
Defective Lead 1578,Lead1578,Company 806,+91 98765 43210,IND,,Healthcare,,180,30
Defective Lead 1579,Lead1579,Company 959,(415) 555-2671,U.K,Director,Finance,,,30
Defective Lead 1580,Lead1580,Company 1412,+91 98765 43210,UK,VP Sales,,5,7,0
Defective Lead 1581,Lead1581,Company 166,,44,CTO,,200,3,
Defective Lead 1582,Lead1582,Company 261,9876543210,,,Manufacturing,20,180,0
Defective Lead 1583,Lead1583,Company 16,+44 7700 900123,44,Director,Finance,500,3,5
Defective Lead 1584,Lead1584,Company 105,,United States,Director,Healthcare,500,1,0
Defective Lead 1585,Lead1585,Company 332,0044 7700 900123,USA,,Manufacturing,,7,70
Defective Lead 1586,Lead1586,Company 1105,0044 7700 900123,India,Intern,Finance,200,180,5
Defective Lead 1587,Lead1587,Company 1426,+44 7700 900123,,Manager,Finance,1000,30,90
Defective Lead 1588,Lead1588,Company 1902,4155552671,IND,,,1000,,90
Defective Lead 1589,Lead1589,Company 148,+44 7700 900123,UK,CEO,IT,,15,90
Defective Lead 1590,Lead1590,Company 1154,0091-9876543210,U.K,CTO,Healthcare,200,30,10
Defective Lead 1591,Lead1591,Company 829,9876543210,,Manager,Finance,,15,5
Defective Lead 1592,Lead1592,Company 1398,0091-9876543210,44,Manager,Finance,200,1,70
Defective Lead 1593,Lead1593,Company 1376,+91 98765 43210,USA,,,1000,180,5
Defective Lead 1594,Lead1594,Company 837,4155552671,91,CEO,Healthcare,500,180,5
Defective Lead 1595,Lead1595,Company 710,+91 98765 43210,UK,CEO,Healthcare,200,7,0
Defective Lead 1596,Lead1596,Company 451,(415) 555-2671,US,VP Sales,,500,1,70
Defective Lead 1597,Lead1597,Company 1506,,United States,Manager,Healthcare,20,,5
Defective Lead 1598,Lead1598,Company 1481,0044 7700 900123,44,,Healthcare,5,30,5
Defective Lead 1599,Lead1599,Company 753,,India,Manager,IT,200,90,5
Defective Lead 1600,Lead1600,Company 1976,+91 98765 43210,US,CEO,Manufacturing,1000,7,0
Defective Lead 1601,Lead1601,Company 1816,,United States,Intern,IT,1000,,
Defective Lead 1602,Lead1602,Company 80,,IN,,Manufacturing,200,3,70
Defective Lead 1603,Lead1603,Company 962,+44 7700 900123,IND,VP Sales,,200,7,0
Defective Lead 1604,Lead1604,Company 751,9876543210,USA,Intern,,200,180,70
Defective Lead 1605,Lead1605,Company 359,0044 7700 900123,91,Director,,50,,90
Defective Lead 1606,Lead1606,Company 1725,,IND,Director,Finance,50,3,70
Defective Lead 1607,Lead1607,Company 1196,0044 7700 900123,United States,CTO,,500,1,30
Defective Lead 1608,Lead1608,Company 677,,IND,Intern,IT,,15,30
Defective Lead 1609,Lead1609,Company 118,4155552671,UK,Intern,,,90,10
Defective Lead 1610,Lead1610,Company 1995,+44 7700 900123,US,Director,Healthcare,200,1,70
Defective Lead 1611,Lead1611,Company 892,,UK,CEO,,200,180,30
Defective Lead 1612,Lead1612,Company 1903,,,CEO,IT,500,15,5
Defective Lead 1613,Lead1613,Company 153,(415) 555-2671,USA,VP Sales,,1000,3,10
Defective Lead 1614,Lead1614,Company 1045,0091-9876543210,US,CTO,,200,90,30
Defective Lead 1615,Lead1615,Company 1043,+91 98765 43210,India,CTO,Finance,1000,,10
Defective Lead 1616,Lead1616,Company 1047,9876543210,India,CEO,,1000,7,90
Defective Lead 1617,Lead1617,Company 1798,+44 7700 900123,United States,CEO,,20,180,0
Defective Lead 1618,Lead1618,Company 866,(415) 555-2671,USA,VP Sales,Finance,20,90,70
Defective Lead 1619,Lead1619,Company 1378,(415) 555-2671,44,,IT,,,
Defective Lead 1620,Lead1620,Company 1456,4155552671,,,Finance,200,180,0
Defective Lead 1621,Lead1621,Company 901,+44 7700 900123,US,Manager,IT,1000,1,10
Defective Lead 1622,Lead1622,Company 581,,United States,Intern,Finance,,1,90
Defective Lead 1623,Lead1623,Company 1471,0044 7700 900123,USA,Manager,IT,,90,90
Defective Lead 1624,Lead1624,Company 420,+91 98765 43210,,Intern,Manufacturing,50,3,70
Defective Lead 1625,Lead1625,Company 1808,,India,Intern,Manufacturing,20,15,0
Defective Lead 1626,Lead1626,Company 1530,9876543210,44,Intern,IT,5,180,0
Defective Lead 1627,Lead1627,Company 1637,0044 7700 900123,IN,Manager,Manufacturing,1000,15,5
Defective Lead 1628,Lead1628,Company 1889,+91 98765 43210,U.K,CEO,,50,7,10
Defective Lead 1629,Lead1629,Company 1653,0091-9876543210,,Manager,,50,180,5
Defective Lead 1630,Lead1630,Company 1834,(415) 555-2671,U.K,CEO,Manufacturing,50,90,30
Defective Lead 1631,Lead1631,Company 1907,(415) 555-2671,UK,Director,Finance,,7,70
Defective Lead 1632,Lead1632,Company 744,9876543210,IN,,,200,90,0
Defective Lead 1633,Lead1633,Company 1417,(415) 555-2671,IND,Manager,,500,1,0
Defective Lead 1634,Lead1634,Company 1992,0044 7700 900123,,,,50,90,90
Defective Lead 1635,Lead1635,Company 1825,0044 7700 900123,IN,Director,,5,1,0
Defective Lead 1636,Lead1636,Company 253,4155552671,UK,Intern,,1000,7,70
Defective Lead 1637,Lead1637,Company 625,(415) 555-2671,44,CEO,Manufacturing,,15,0
Defective Lead 1638,Lead1638,Company 586,,,CEO,Manufacturing,5,1,
Defective Lead 1639,Lead1639,Company 1762,4155552671,,VP Sales,Finance,50,90,5
Defective Lead 1640,Lead1640,Company 577,4155552671,44,,IT,1000,180,5
Defective Lead 1641,Lead1641,Company 1028,0091-9876543210,India,Manager,Healthcare,,3,5
Defective Lead 1642,Lead1642,Company 1463,,,Intern,Healthcare,1000,15,30
Defective Lead 1643,Lead1643,Company 1768,+44 7700 900123,91,Director,Manufacturing,5,,5
Defective Lead 1644,Lead1644,Company 1061,0091-9876543210,US,Manager,Healthcare,1000,30,
Defective Lead 1645,Lead1645,Company 536,+91 98765 43210,U.K,Director,Healthcare,,30,30
Defective Lead 1646,Lead1646,Company 351,(415) 555-2671,U.K,Manager,Finance,5,3,10
Defective Lead 1647,Lead1647,Company 1855,,US,VP Sales,Healthcare,,1,90
Defective Lead 1648,Lead1648,Company 416,0091-9876543210,USA,Manager,Finance,500,15,90
Defective Lead 1649,Lead1649,Company 571,0044 7700 900123,91,Intern,Finance,50,,0
Defective Lead 1650,Lead1650,Company 1326,4155552671,IN,Director,Manufacturing,50,,70
Defective Lead 1651,Lead1651,Company 853,+44 7700 900123,IND,Director,IT,500,,
Defective Lead 1652,Lead1652,Company 695,(415) 555-2671,IND,Intern,Manufacturing,500,1,5
Defective Lead 1653,Lead1653,Company 409,(415) 555-2671,US,CTO,,,,70
Defective Lead 1654,Lead1654,Company 748,0091-9876543210,,Intern,Manufacturing,,1,90
Defective Lead 1655,Lead1655,Company 1794,4155552671,,CTO,,20,1,30
Defective Lead 1656,Lead1656,Company 1547,4155552671,91,Director,Finance,1000,1,30
Defective Lead 1657,Lead1657,Company 1363,,,CTO,Finance,50,90,90
Defective Lead 1658,Lead1658,Company 438,+91 98765 43210,U.K,Manager,Healthcare,200,3,70
Defective Lead 1659,Lead1659,Company 1581,0044 7700 900123,India,,IT,50,180,5
Defective Lead 1660,Lead1660,Company 1513,(415) 555-2671,,Director,Healthcare,5,7,70
Defective Lead 1661,Lead1661,Company 275,+44 7700 900123,India,Director,IT,20,3,70
Defective Lead 1662,Lead1662,Company 1857,(415) 555-2671,USA,,Healthcare,200,,0
Defective Lead 1663,Lead1663,Company 142,,UK,Intern,Finance,,1,
Defective Lead 1664,Lead1664,Company 1877,0044 7700 900123,U.K,CEO,Healthcare,1000,15,30
Defective Lead 1665,Lead1665,Company 622,0044 7700 900123,US,CEO,Healthcare,,3,90
Defective Lead 1666,Lead1666,Company 1023,+91 98765 43210,US,Manager,IT,200,90,90
Defective Lead 1667,Lead1667,Company 1703,,USA,CEO,,1000,15,70
Defective Lead 1668,Lead1668,Company 741,0091-9876543210,,Intern,Finance,20,7,10
Defective Lead 1669,Lead1669,Company 358,(415) 555-2671,,Director,,5,3,70
Defective Lead 1670,Lead1670,Company 69,(415) 555-2671,India,VP Sales,Manufacturing,500,,30
Defective Lead 1671,Lead1671,Company 1154,9876543210,U.K,VP Sales,,,7,
Defective Lead 1672,Lead1672,Company 1923,9876543210,,CTO,Healthcare,1000,15,0
Defective Lead 1673,Lead1673,Company 1394,0044 7700 900123,91,VP Sales,,5,90,
Defective Lead 1674,Lead1674,Company 977,+91 98765 43210,IND,CTO,,,3,5
Defective Lead 1675,Lead1675,Company 802,4155552671,,CEO,Finance,500,15,5
Defective Lead 1676,Lead1676,Company 1992,0091-9876543210,UK,,Finance,5,1,
Defective Lead 1677,Lead1677,Company 304,+91 98765 43210,US,Director,IT,20,180,
Defective Lead 1678,Lead1678,Company 357,0044 7700 900123,,Manager,Manufacturing,200,7,30
Defective Lead 1679,Lead1679,Company 896,+91 98765 43210,UK,CTO,Healthcare,20,15,30
Defective Lead 1680,Lead1680,Company 1325,0091-9876543210,India,Intern,IT,,7,0
Defective Lead 1681,Lead1681,Company 79,0091-9876543210,U.K,Director,,5,,30
Defective Lead 1682,Lead1682,Company 121,(415) 555-2671,91,CEO,,1000,180,90
Defective Lead 1683,Lead1683,Company 311,9876543210,IND,VP Sales,Manufacturing,,3,10
Defective Lead 1684,Lead1684,Company 58,4155552671,United States,Director,,1000,3,5
Defective Lead 1685,Lead1685,Company 92,,United States,,Finance,1000,30,5
Defective Lead 1686,Lead1686,Company 1680,,IND,,,1000,90,10
Defective Lead 1687,Lead1687,Company 1390,0091-9876543210,USA,Director,,50,1,90
Defective Lead 1688,Lead1688,Company 872,0044 7700 900123,IND,CEO,,1000,,
Defective Lead 1689,Lead1689,Company 1185,0091-9876543210,U.K,CEO,Finance,50,7,0
Defective Lead 1690,Lead1690,Company 555,4155552671,United States,Director,,,30,90
Defective Lead 1691,Lead1691,Company 1196,,91,,IT,1000,30,0
Defective Lead 1692,Lead1692,Company 1145,+91 98765 43210,IND,Intern,,500,15,70
Defective Lead 1693,Lead1693,Company 914,+91 98765 43210,USA,CTO,,5,3,
Defective Lead 1694,Lead1694,Company 1579,+91 98765 43210,IND,,Finance,1000,90,70
Defective Lead 1695,Lead1695,Company 1008,4155552671,44,,Manufacturing,20,90,30
Defective Lead 1696,Lead1696,Company 1738,(415) 555-2671,,Intern,Healthcare,,3,30
Defective Lead 1697,Lead1697,Company 1706,0091-9876543210,US,Intern,Manufacturing,500,,70
Defective Lead 1698,Lead1698,Company 639,(415) 555-2671,USA,CTO,IT,20,15,30
Defective Lead 1699,Lead1699,Company 1399,+91 98765 43210,44,VP Sales,Manufacturing,5,90,30
Defective Lead 1700,Lead1700,Company 1256,+91 98765 43210,UK,Director,Healthcare,1000,30,0
Defective Lead 1701,Lead1701,Company 201,,United States,CEO,Manufacturing,50,180,0
Defective Lead 1702,Lead1702,Company 587,0091-9876543210,USA,,Manufacturing,,90,30
Defective Lead 1703,Lead1703,Company 716,,U.K,Intern,IT,,7,
Defective Lead 1704,Lead1704,Company 1091,+91 98765 43210,India,Director,,200,7,90
Defective Lead 1705,Lead1705,Company 1949,(415) 555-2671,USA,VP Sales,Manufacturing,200,15,0
Defective Lead 1706,Lead1706,Company 1389,9876543210,United States,CTO,,,3,70
Defective Lead 1707,Lead1707,Company 1708,9876543210,IND,,,,30,
Defective Lead 1708,Lead1708,Company 1510,4155552671,US,,Manufacturing,50,3,90
Defective Lead 1709,Lead1709,Company 296,+91 98765 43210,India,,,5,7,
Defective Lead 1710,Lead1710,Company 1073,+44 7700 900123,United States,,,500,1,0
Defective Lead 1711,Lead1711,Company 1475,0044 7700 900123,,VP Sales,Healthcare,200,30,30
Defective Lead 1712,Lead1712,Company 538,0091-9876543210,91,Intern,Finance,,7,30
Defective Lead 1713,Lead1713,Company 807,+44 7700 900123,IN,,IT,,30,
Defective Lead 1714,Lead1714,Company 918,0091-9876543210,,,Finance,500,3,5
Defective Lead 1715,Lead1715,Company 528,9876543210,India,CEO,,500,30,5
Defective Lead 1716,Lead1716,Company 966,0091-9876543210,U.K,Intern,Healthcare,1000,30,
Defective Lead 1717,Lead1717,Company 1834,,U.K,CTO,Finance,5,180,90
Defective Lead 1718,Lead1718,Company 731,0044 7700 900123,UK,,,20,,30
Defective Lead 1719,Lead1719,Company 203,4155552671,India,CTO,Healthcare,5,15,0
Defective Lead 1720,Lead1720,Company 405,(415) 555-2671,,CEO,,200,,5
Defective Lead 1721,Lead1721,Company 985,+91 98765 43210,IND,Intern,Manufacturing,,1,70
Defective Lead 1722,Lead1722,Company 1631,+44 7700 900123,US,Director,Manufacturing,20,3,5
Defective Lead 1723,Lead1723,Company 1306,0044 7700 900123,91,Director,Manufacturing,200,,0
Defective Lead 1724,Lead1724,Company 197,4155552671,,Intern,IT,50,30,90
Defective Lead 1725,Lead1725,Company 1363,,United States,CEO,Healthcare,200,7,
Defective Lead 1726,Lead1726,Company 41,4155552671,IND,VP Sales,IT,,180,10
Defective Lead 1727,Lead1727,Company 1273,0044 7700 900123,,VP Sales,Manufacturing,200,90,70
Defective Lead 1728,Lead1728,Company 1135,9876543210,UK,VP Sales,Healthcare,50,7,70
Defective Lead 1729,Lead1729,Company 449,,India,,Finance,,,0
Defective Lead 1730,Lead1730,Company 812,4155552671,91,,Healthcare,5,180,90
Defective Lead 1731,Lead1731,Company 1893,(415) 555-2671,IN,,,500,30,
Defective Lead 1732,Lead1732,Company 1667,0091-9876543210,US,,,,15,90
Defective Lead 1733,Lead1733,Company 261,,,Director,Manufacturing,,90,0
Defective Lead 1734,Lead1734,Company 949,,IN,CEO,,,3,70
Defective Lead 1735,Lead1735,Company 1401,+44 7700 900123,USA,Manager,Finance,50,90,0
Defective Lead 1736,Lead1736,Company 368,9876543210,US,,Manufacturing,5,30,70
Defective Lead 1737,Lead1737,Company 100,,U.K,VP Sales,IT,200,1,5
Defective Lead 1738,Lead1738,Company 1291,+44 7700 900123,United States,VP Sales,IT,1000,,30
Defective Lead 1739,Lead1739,Company 1057,(415) 555-2671,IND,VP Sales,,200,90,
Defective Lead 1740,Lead1740,Company 409,,IN,CTO,,1000,7,10
Defective Lead 1741,Lead1741,Company 1886,+91 98765 43210,IND,Manager,,500,,90
Defective Lead 1742,Lead1742,Company 180,(415) 555-2671,India,,IT,200,30,30
Defective Lead 1743,Lead1743,Company 1186,,UK,,Finance,,,90
Defective Lead 1744,Lead1744,Company 929,,UK,,,5,15,10
Defective Lead 1745,Lead1745,Company 659,4155552671,IND,CEO,,200,90,5
